,short_ma,long_ma,signal,regime,cumulative_return,sharpe
1328,10,33,18,1.0,0.9643895983886723,-0.031259267969949475
1409,12,24,20,1.0,0.9643895983886723,-0.031259267969949475
1426,12,33,15,1.0,0.9643895983886723,-0.031259267969949475
1435,12,37,13,1.0,0.9643895983886723,-0.031259267969949475
1508,13,24,18,1.0,0.9643895983886723,-0.031259267969949475
1516,13,28,15,1.0,0.9643895983886723,-0.031259267969949475
1517,13,28,16,1.0,0.9643895983886723,-0.031259267969949475
1525,13,33,13,1.0,0.9643895983886723,-0.031259267969949475
1535,13,37,13,1.0,0.9643895983886723,-0.031259267969949475
1615,15,28,13,1.0,0.9643895983886723,-0.031259267969949475
1624,15,33,11,1.0,0.9643895983886723,-0.031259267969949475
1634,15,37,11,1.0,0.9643895983886723,-0.031259267969949475
1715,16,28,13,1.0,0.9643895983886723,-0.031259267969949475
1724,16,33,11,1.0,0.9643895983886723,-0.031259267969949475
1805,18,24,13,1.0,0.9643895983886723,-0.031259267969949475
1814,18,28,11,1.0,0.9643895983886723,-0.031259267969949475
1823,18,33,10,1.0,0.9643895983886723,-0.031259267969949475
1903,20,28,10,1.0,0.9643895983886723,-0.031259267969949475
1021,6,33,6,1.0,0.9643452404785168,-0.029955019547111196
1120,7,33,5,1.0,0.9643452404785168,-0.029955019547111196
1029,6,33,20,1.0,0.9638381793212899,-0.031504603402859425
1911,20,33,6,1.0,0.9638381793212899,-0.031504603402859425
1119,7,28,20,1.0,0.9636527520751954,-0.03189454173262997
1118,7,28,18,1.0,0.9623476190185545,-0.033059234586936784
1216,9,28,15,1.0,0.9623476190185545,-0.033059234586936784
1225,9,33,13,1.0,0.9623476190185545,-0.033059234586936784
1712,16,28,8,1.0,0.9623476190185545,-0.033059234586936784
1408,12,24,18,1.0,0.9619813531494147,-0.03350664851233813
1499,13,20,20,1.0,0.9619813531494147,-0.03350664851233813
1752,16,46,8,1.0,0.9619390527343752,-0.03338664503404656
1504,13,24,11,1.0,0.9616174932861326,-0.03384465810219906
1127,7,33,16,1.0,0.9602434020996093,-0.034981214375427
1959,20,51,20,1.0,0.9596125683593759,-0.036909678562139316
1109,7,24,20,1.0,0.958987633666992,-0.03607193617573186
1838,18,37,18,1.0,0.9568922198486327,-0.03795490690576565
1327,10,33,16,1.0,0.9567376745605468,-0.038261082083996485
1723,16,33,10,1.0,0.9567376745605468,-0.038261082083996485
1128,7,33,18,1.0,0.9556682562255863,-0.03905472870361304
1632,15,37,8,1.0,0.9556682562255863,-0.03905472870361304
1137,7,37,16,1.0,0.9552722540283205,-0.039402238726800126
1534,13,37,11,1.0,0.9546787310791026,-0.04005583109720948
1879,18,55,20,1.0,0.9544439038085938,-0.04230492504249896
1968,20,55,18,1.0,0.9544439038085938,-0.04230492504249896
1139,7,37,20,1.0,0.9542871289062501,-0.04040048534598357
1255,9,46,13,1.0,0.9542871289062501,-0.04040048534598357
1912,20,33,8,1.0,0.9529178765869151,-0.041629570628449644
1306,10,24,15,1.0,0.9525857586669927,-0.04197606974377352
1603,15,24,10,1.0,0.9525857586669927,-0.04197606974377352
1554,13,46,11,1.0,0.9521986358642592,-0.042388844123758235
1547,13,42,16,1.0,0.9520464880371096,-0.042500996257914134
1745,16,42,13,1.0,0.9520464880371096,-0.042500996257914134
1365,10,51,13,1.0,0.9518114337158194,-0.042730601672245946
1464,12,51,11,1.0,0.9518114337158194,-0.042730601672245946
1563,13,51,10,1.0,0.9518114337158194,-0.042730601672245946
1387,10,60,16,1.0,0.9517622918701168,-0.042521042759945914
1783,16,60,10,1.0,0.9517622918701168,-0.042521042759945914
1298,10,20,18,1.0,0.9498701257324218,-0.04451211323464651
1405,12,24,13,1.0,0.9498701257324218,-0.04451211323464651
1793,18,20,10,1.0,0.9498701257324218,-0.04451211323464651
1308,10,24,18,1.0,0.949662086791993,-0.044880093826649606
1398,12,20,18,1.0,0.949662086791993,-0.044880093826649606
1406,12,24,15,1.0,0.949662086791993,-0.044880093826649606
1596,15,20,15,1.0,0.949662086791993,-0.044880093826649606
1803,18,24,10,1.0,0.949662086791993,-0.044880093826649606
1355,10,46,13,1.0,0.949376760253906,-0.04499689913301949
1454,12,46,11,1.0,0.949376760253906,-0.04499689913301949
1553,13,46,10,1.0,0.949376760253906,-0.04499689913301949
1739,16,37,20,1.0,0.9475160382080079,-0.04634093664103676
1927,20,37,16,1.0,0.9475160382080079,-0.04634093664103676
1417,12,28,16,1.0,0.9469446276855473,-0.04707836927236518
1606,15,24,15,1.0,0.9469446276855473,-0.04707836927236518
1894,20,24,11,1.0,0.9469446276855473,-0.04707836927236518
1457,12,46,16,1.0,0.946261622314453,-0.047801769667392094
1466,12,51,15,1.0,0.946261622314453,-0.047801769667392094
1556,13,46,15,1.0,0.946261622314453,-0.047801769667392094
1655,15,46,13,1.0,0.946261622314453,-0.047801769667392094
1158,7,46,18,1.0,0.9461955407714849,-0.047638012559542926
1368,10,51,18,1.0,0.9458920202636717,-0.04812924599824921
1575,13,55,13,1.0,0.9458920202636717,-0.04812924599824921
1764,16,51,11,1.0,0.9458920202636717,-0.04812924599824921
1863,18,51,10,1.0,0.9458920202636717,-0.04812924599824921
