Window,Z_Long,Z_Short,Method,Position_Size,Capital_Alloc_Pct,Total P&L ($),Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (% annualized),Total Trades,Winning Longs,Winning Longs P&L ($),Losing Longs,Losing Longs P&L ($),Final Long P&L ($),Long Win Rate (%),Winning Shorts,Winning Shorts P&L ($),Losing Shorts,Losing Shorts P&L ($),Final Short P&L ($),Short Win Rate (%)
5,-0.5,2.6,capital_based,,0.98,41677.44055175781,41.67744055175781,2.4709865045492663,0.3565783766174058,-16.048266280406743,7.860535325136234,199,147,165763.67257690418,52,-124086.23202514635,41677.44055175783,73.86934673366834,0,0.0,0,0.0,0.0,0.0
5,-0.5,2.2,capital_based,,0.98,41677.44055175781,41.67744055175781,2.4709865045492663,0.3565783766174058,-16.048266280406743,7.860535325136234,199,147,165763.67257690418,52,-124086.23202514635,41677.44055175783,73.86934673366834,0,0.0,0,0.0,0.0,0.0
5,-1.2,2.2,capital_based,,0.98,40877.20974731457,40.877209747314566,2.430327082257233,0.3300170286482971,-16.678961906273166,8.542786999960644,172,124,148853.76040649417,48,-107976.5506591796,40877.20974731457,72.09302325581395,0,0.0,0,0.0,0.0,0.0
5,-1.2,3.0,capital_based,,0.98,40877.20974731457,40.877209747314566,2.430327082257233,0.3300170286482971,-16.678961906273166,8.542786999960644,172,124,148853.76040649417,48,-107976.5506591796,40877.20974731457,72.09302325581395,0,0.0,0,0.0,0.0,0.0
5,-1.2,2.6,capital_based,,0.98,40877.20974731457,40.877209747314566,2.430327082257233,0.3300170286482971,-16.678961906273166,8.542786999960644,172,124,148853.76040649417,48,-107976.5506591796,40877.20974731457,72.09302325581395,0,0.0,0,0.0,0.0,0.0
5,-0.8,3.0,capital_based,,0.98,37602.72266387948,37.60272266387948,2.2616823872966485,0.3121273805293007,-14.366234303182623,8.468367349945991,193,141,157660.10119628906,52,-120057.3785324096,37602.72266387947,73.05699481865285,0,0.0,0,0.0,0.0,0.0
5,-0.8,2.2,capital_based,,0.98,37602.72266387948,37.60272266387948,2.2616823872966485,0.3121273805293007,-14.366234303182623,8.468367349945991,193,141,157660.10119628906,52,-120057.3785324096,37602.72266387947,73.05699481865285,0,0.0,0,0.0,0.0,0.0
5,-0.8,2.6,capital_based,,0.98,37602.72266387948,37.60272266387948,2.2616823872966485,0.3121273805293007,-14.366234303182623,8.468367349945991,193,141,157660.10119628906,52,-120057.3785324096,37602.72266387947,73.05699481865285,0,0.0,0,0.0,0.0,0.0
3,-0.5,2.6,capital_based,,0.98,25307.678436279253,25.30767843627925,1.5932440041813267,0.267800883778788,-13.486137391110177,6.922881967605108,232,167,143178.21897888184,65,-117870.54054260258,25307.678436279253,71.98275862068965,0,0.0,0,0.0,0.0,0.0
3,-0.5,2.2,capital_based,,0.98,25307.678436279253,25.30767843627925,1.5932440041813267,0.267800883778788,-13.486137391110177,6.922881967605108,232,167,143178.21897888184,65,-117870.54054260258,25307.678436279253,71.98275862068965,0,0.0,0,0.0,0.0,0.0
