Window,Pct_Long,Pct_Short,Min_Candles,Method,Position_Size,Capital_Alloc_Pct,Total P&L ($),Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (% annualized),Total Trades,Winning Longs,Winning Longs P&L ($),Losing Longs,Losing Longs P&L ($),Final Long P&L ($),Long Win Rate (%),Winning Shorts,Winning Shorts P&L ($),Losing Shorts,Losing Shorts P&L ($),Final Short P&L ($),Short Win Rate (%)
7,8.0,0.7,0,capital_based,,0.98,56895.570419311494,56.89557041931149,3.2061329767519187,0.3894466400869654,-16.730657901152853,8.884041450466839,10,3,42791.66928100583,1,-2212.7432556152344,40578.926025390596,75.0,4,20926.45036315918,2,-4609.805969238281,16316.644393920898,66.66666666666666
7,8.0,0.6,0,capital_based,,0.98,56895.570419311494,56.89557041931149,3.2061329767519187,0.3894466400869654,-16.730657901152853,8.884041450466839,10,3,42791.66928100583,1,-2212.7432556152344,40578.926025390596,75.0,4,20926.45036315918,2,-4609.805969238281,16316.644393920898,66.66666666666666
7,8.0,0.5,0,capital_based,,0.98,56895.570419311494,56.89557041931149,3.2061329767519187,0.3894466400869654,-16.730657901152853,8.884041450466839,10,3,42791.66928100583,1,-2212.7432556152344,40578.926025390596,75.0,4,20926.45036315918,2,-4609.805969238281,16316.644393920898,66.66666666666666
9,8.0,0.7,0,capital_based,,0.98,51446.23959350583,51.44623959350583,2.9508297738430667,0.34597554337542763,-16.730657901152853,9.31196412665423,9,3,38137.11843109131,1,-2134.875457763672,36002.24297332764,75.0,5,15443.996620178194,0,0.0,15443.996620178194,100.0
9,8.0,0.6,0,capital_based,,0.98,51446.23959350583,51.44623959350583,2.9508297738430667,0.34597554337542763,-16.730657901152853,9.31196412665423,9,3,38137.11843109131,1,-2134.875457763672,36002.24297332764,75.0,5,15443.996620178194,0,0.0,15443.996620178194,100.0
9,8.0,0.5,0,capital_based,,0.98,51446.23959350583,51.44623959350583,2.9508297738430667,0.34597554337542763,-16.730657901152853,9.31196412665423,9,3,38137.11843109131,1,-2134.875457763672,36002.24297332764,75.0,5,15443.996620178194,0,0.0,15443.996620178194,100.0
20,0.4,0.7,0,capital_based,,0.98,37837.972259521484,37.837972259521486,2.273922130429762,0.2714178459329659,-17.168241071049,10.137707651755374,7,5,31205.454956054688,0,0.0,31205.454956054688,100.0,2,6632.517303466797,0,0.0,6632.517303466797,100.0
20,0.6,0.6,0,capital_based,,0.98,37837.972259521484,37.837972259521486,2.273922130429762,0.2714178459329659,-17.168241071049,10.137707651755374,7,5,31205.454956054688,0,0.0,31205.454956054688,100.0,2,6632.517303466797,0,0.0,6632.517303466797,100.0
20,0.4,0.6,0,capital_based,,0.98,37837.972259521484,37.837972259521486,2.273922130429762,0.2714178459329659,-17.168241071049,10.137707651755374,7,5,31205.454956054688,0,0.0,31205.454956054688,100.0,2,6632.517303466797,0,0.0,6632.517303466797,100.0
20,0.4,0.5,0,capital_based,,0.98,37837.972259521484,37.837972259521486,2.273922130429762,0.2714178459329659,-17.168241071049,10.137707651755374,7,5,31205.454956054688,0,0.0,31205.454956054688,100.0,2,6632.517303466797,0,0.0,6632.517303466797,100.0
