RSI_Period,RSI_Oversold,RSI_Overbought,RSI_Exit_Long,RSI_Exit_Short,Method,Position_Size,Capital_Alloc_Pct,Total P&L ($),Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (% annualized),Total Trades,Winning Longs,Winning Longs P&L ($),Losing Longs,Losing Longs P&L ($),Final Long P&L ($),Long Win Rate (%),Winning Shorts,Winning Shorts P&L ($),Losing Shorts,Losing Shorts P&L ($),Final Short P&L ($),Short Win Rate (%)
13,35,68,53,43,capital_based,,0.98,58269.510833740234,58.269510833740235,3.2692001284698513,0.5397962774929714,-7.481051093625991,6.378338035523029,26,24,59582.98457336424,1,-2205.0521087646484,57377.932464599595,96.0,1,891.5783691406396,0,0.0,891.5783691406396,100.0
13,35,68,53,43,capital_based,,0.98,58269.510833740234,58.269510833740235,3.2692001284698513,0.5397962774929714,-7.481051093625991,6.378338035523029,26,24,59582.98457336424,1,-2205.0521087646484,57377.932464599595,96.0,1,891.5783691406396,0,0.0,891.5783691406396,100.0
10,35,65,53,43,capital_based,,0.98,55986.21885681152,55.98621885681152,3.164108499522178,0.4079216545776141,-16.018009873336634,8.228855603315544,45,32,82465.30142211911,4,-7926.988739013672,74538.31268310544,88.88888888888889,5,10685.03290939334,4,-29237.126735687256,-18552.093826293916,55.55555555555556
10,35,65,53,43,capital_based,,0.98,55986.21885681152,55.98621885681152,3.164108499522178,0.4079216545776141,-16.018009873336634,8.228855603315544,45,32,82465.30142211911,4,-7926.988739013672,74538.31268310544,88.88888888888889,5,10685.03290939334,4,-29237.126735687256,-18552.093826293916,55.55555555555556
10,35,68,47,40,capital_based,,0.98,55557.65177917469,55.55765177917469,3.144223795315293,0.47895926370457087,-16.749541658127796,6.919980834134859,45,33,88106.4690399169,6,-15425.153106689453,72681.31593322745,84.61538461538461,4,9420.407653808565,2,-26544.071807861328,-17123.664154052763,66.66666666666666
10,35,68,47,40,capital_based,,0.98,55557.65177917469,55.55765177917469,3.144223795315293,0.47895926370457087,-16.749541658127796,6.919980834134859,45,33,88106.4690399169,6,-15425.153106689453,72681.31593322745,84.61538461538461,4,9420.407653808565,2,-26544.071807861328,-17123.664154052763,66.66666666666666
10,35,68,47,37,capital_based,,0.98,53162.36598205549,53.16236598205549,3.0321400598033454,0.45653179065429367,-16.74954165812779,7.112402231745141,44,33,90516.89488220205,6,-15752.073211669922,74764.82167053212,84.61538461538461,4,12739.296325683521,1,-15779.577209472656,-3040.2808837891353,80.0
10,35,68,47,37,capital_based,,0.98,53162.36598205549,53.16236598205549,3.0321400598033454,0.45653179065429367,-16.74954165812779,7.112402231745141,44,33,90516.89488220205,6,-15752.073211669922,74764.82167053212,84.61538461538461,4,12739.296325683521,1,-15779.577209472656,-3040.2808837891353,80.0
13,35,68,50,40,capital_based,,0.98,52767.50329589838,52.76750329589838,3.013506733145932,0.5469372043681903,-7.481051093626015,5.741730080864088,28,25,51731.54023742673,2,-1210.693954467788,50520.84628295894,92.5925925925926,1,2246.6570129394386,0,0.0,2246.6570129394386,100.0
13,35,68,50,40,capital_based,,0.98,52767.50329589838,52.76750329589838,3.013506733145932,0.5469372043681903,-7.481051093626015,5.741730080864088,28,25,51731.54023742673,2,-1210.693954467788,50520.84628295894,92.5925925925926,1,2246.6570129394386,0,0.0,2246.6570129394386,100.0
