Window,Pct_Long,Pct_Short,Min_Candles,Method,Position_Size,Capital_Alloc_Pct,Total P&L ($),Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (% annualized),Total Trades,Winning Longs,Winning Longs P&L ($),Losing Longs,Losing Longs P&L ($),Final Long P&L ($),Long Win Rate (%),Winning Shorts,Winning Shorts P&L ($),Losing Shorts,Losing Shorts P&L ($),Final Short P&L ($),Short Win Rate (%)
4,0.4,1.1,1,capital_based,,0.98,29680.4072265625,29.6804072265625,1.8376965299838233,0.31384187484590503,-16.134991997856346,6.547164937272767,159,83,97278.42455291745,28,-61876.26696014409,35402.157592773365,74.77477477477478,27,26781.321258545024,21,-32503.07162475589,-5721.750366210865,56.25
5,0.5,1.0,1,capital_based,,0.98,27573.20759582508,27.573207595825078,1.7208688527396765,0.2745890777208915,-21.474163376484114,7.169343213757079,207,71,94976.26197051998,27,-49535.33120727539,45440.930763244585,72.44897959183673,55,77148.2939910888,54,-94108.99201202393,-16960.69802093513,50.45871559633027
4,0.5,1.2,1,capital_based,,0.98,27045.194038390997,27.045194038390996,1.6913135532320211,0.3212196371475648,-15.802902373344423,5.861321285100054,118,66,79727.88648986813,20,-50409.790611267104,29318.09587860103,76.74418604651163,19,18634.23848724361,13,-20907.140327453642,-2272.9018402100337,59.375
3,0.4,1.2,1,capital_based,,0.98,24397.054359436035,24.397054359436034,1.541340026721305,0.357228458865899,-16.18581565534601,4.690950093088347,98,68,64681.00385284424,19,-40320.11604309085,24360.88780975339,78.16091954022988,6,6605.5544738769095,5,-6569.387924194263,36.16654968264629,54.54545454545454
3,0.5,1.2,1,capital_based,,0.98,24073.14272308338,24.07314272308338,1.5227924058442088,0.48778579434478625,-8.006381565226993,3.285697519827968,67,42,42044.989128112764,13,-19585.302169799877,22459.686958312886,76.36363636363637,7,8125.73440551752,5,-6512.278640747027,1613.4557647704933,58.333333333333336
4,0.5,1.1,1,capital_based,,0.98,23852.718635559082,23.852718635559082,1.5101448579696974,0.2752952852176293,-16.039463625589853,6.183226519279857,134,66,78958.71163940427,20,-49514.62676239015,29444.084877014117,76.74418604651163,27,26017.036750793544,21,-31608.40299224858,-5591.3662414550345,56.25
3,0.4,1.0,1,capital_based,,0.98,22771.55245208746,22.77155245208746,1.447804689216614,0.3282169924232421,-18.847746671792247,4.856093289796334,110,68,65873.98278808594,18,-35719.569091796875,30154.413696289062,79.06976744186046,12,12298.65070343022,12,-19681.51194763182,-7382.861244201602,50.0
3,0.4,1.1,1,capital_based,,0.98,22124.877532959043,22.12487753295904,1.4102728909861861,0.32751163852690646,-18.84774667179223,4.728184479884988,102,68,66441.16876983643,18,-35981.03144073486,30460.137329101562,79.06976744186046,9,6667.407928466811,7,-15002.667724609331,-8335.25979614252,56.25
3,0.6,1.2,1,capital_based,,0.98,22037.971206664923,22.03797120666492,1.4052149303769745,0.4871757244187863,-7.450595474894257,3.0292096548119076,53,32,35929.27937316889,9,-15489.281387329145,20439.997985839742,78.04878048780488,7,8039.998138427705,5,-6442.0249176025245,1597.9732208251808,58.333333333333336
3,0.5,1.0,1,capital_based,,0.98,21100.012718200567,21.100012718200567,1.3504114216148055,0.40762165421841645,-9.458560615811583,3.5310094795145854,79,42,42754.725997924776,12,-14733.329757690473,28021.396240234302,77.77777777777779,13,12421.5144882202,12,-19342.898010253935,-6921.383522033735,52.0
