,short_ma,long_ma,signal,cumulative_return,sharpe
5192,13,57,13,0.3462062646484368,-0.39860549384300475
6078,15,30,19,0.3462046954345704,-0.3997635219848611
9590,20,46,11,0.34619698120117337,-0.4007348859651406
8120,18,35,13,0.3461955395507812,-0.3991448330446009
3613,11,40,18,0.3461909124755863,-0.3976802337133646
8061,18,31,18,0.3461120568847647,-0.4009197417346732
8108,18,34,17,0.3461106304931644,-0.4008321075118966
7453,17,34,18,0.3461106304931644,-0.4008321075118966
7703,17,50,12,0.34600908325195073,-0.398366342064833
6331,15,46,16,0.34598289428710804,-0.3991681195967951
6986,16,46,15,0.34598289428710804,-0.3991681195967951
8171,18,38,16,0.34593710205078315,-0.4015137543176765
6861,16,38,18,0.34593710205078315,-0.4015137543176765
4426,12,50,15,0.3459325903320317,-0.3978683675639309
6391,15,50,12,0.3459325903320317,-0.3978683675639309
4990,13,44,19,0.34589369079589455,-0.400076659121994
6830,16,36,19,0.345862266845705,-0.4012836391711229
8795,19,36,16,0.345862266845705,-0.4012836391711229
8778,19,35,15,0.34583771667480495,-0.40125406481624093
6158,15,35,19,0.34583771667480495,-0.40125406481624093
4989,13,44,18,0.3458044024658202,-0.4013822089244073
8393,18,52,14,0.34579170532226533,-0.4010382186666015
5773,14,52,18,0.34575139770507923,-0.4008124276999562
6879,16,39,20,0.3457374114990213,-0.40118054044933404
8916,19,44,9,0.3457320715332015,-0.40019406401999474
3227,10,57,16,0.3457268951416001,-0.3984624427151373
3711,11,46,20,0.345692119750974,-0.4005061724975791
3756,11,49,17,0.34566515258789315,-0.39931753517503277
7686,17,49,11,0.34566515258789315,-0.39931753517503277
9588,20,46,9,0.34551495239257934,-0.4000375542808826
7403,17,31,16,0.34546558898925894,-0.4004182893397617
6748,16,31,17,0.34546558898925894,-0.4004182893397617
4845,13,35,18,0.3453854071044918,-0.3999397761773052
5423,14,30,20,0.3453574212646501,-0.4006915666507629
2461,9,50,18,0.34535099792480606,-0.4002460737150999
8828,19,38,17,0.3453407037353518,-0.40202284072404293
7640,17,46,13,0.3453380126953131,-0.4016655162222627
4521,12,56,14,0.3453155456542953,-0.3982420962658412
5176,13,56,13,0.3453155456542953,-0.3982420962658412
5831,14,56,12,0.3453155456542953,-0.3982420962658412
5705,14,48,14,0.34524905334472694,-0.4005401262613051
8331,18,48,16,0.34519020874023304,-0.40139623936354746
7021,16,48,18,0.34519020874023304,-0.40139623936354746
9545,20,43,14,0.3451242449951171,-0.4033080165383839
7485,17,36,18,0.3450737829589839,-0.40223258315342375
8140,18,36,17,0.3450737829589839,-0.40223258315342375
3913,11,59,14,0.3450116772460929,-0.3996364182939702
6204,15,38,17,0.3449890808105466,-0.4034270942442368
5128,13,53,13,0.3449790887451167,-0.4005764876934415
7692,17,49,17,0.3449659686279317,-0.40080336862884836
7701,17,50,10,0.3448784167480454,-0.4005488292496764
8869,19,41,10,0.3448440478515621,-0.3987727065125857
3800,11,52,13,0.34482145507811923,-0.40055162668266087
5110,13,52,11,0.34482145507811923,-0.40055162668266087
6343,15,47,12,0.34480946960449027,-0.4016046740256611
4378,12,47,15,0.34480946960449027,-0.4016046740256611
8427,18,54,16,0.34475608337402275,-0.4012752012797741
7117,16,54,18,0.34475608337402275,-0.4012752012797741
8340,18,49,9,0.3447399395751977,-0.39998156379138056
9387,20,33,16,0.3447351849365236,-0.4023333685534984
6783,16,33,20,0.3447351849365236,-0.4023333685534984
5033,13,47,14,0.3447214080810513,-0.4012082822141103
5688,14,47,13,0.3447214080810513,-0.4012082822141103
2495,9,52,20,0.34471621093749794,-0.3995476355690678
8941,19,45,18,0.3446967596435541,-0.4028505414245021
8286,18,45,19,0.3446967596435541,-0.4028505414245021
2318,9,41,19,0.3446923339843738,-0.40022617791600856
6940,16,43,17,0.3446708300781238,-0.40320956834069016
7772,17,54,17,0.3445249835205048,-0.4008842014308017
7596,17,43,17,0.34451346923828086,-0.4024207125713632
9421,20,35,18,0.34433621520996116,-0.40362159043197054
4300,12,42,17,0.3442701379394515,-0.4016463737885047
7575,17,42,12,0.3442701379394515,-0.4016463737885047
5631,14,43,20,0.3442328051757819,-0.40506654668872055
5159,13,55,12,0.344144107666015,-0.4016701947524897
8900,19,43,9,0.3440609558105447,-0.4015614534293819
8292,18,46,9,0.3439596685791026,-0.4004781055113755
8953,19,46,14,0.343948471069335,-0.4048858529522008
7045,16,50,10,0.343881860351564,-0.39949204901726554
5866,14,58,15,0.3438310766601551,-0.4027692765747411
6521,15,58,14,0.3438310766601551,-0.4027692765747411
6701,16,28,18,0.3437904974365218,-0.40131359905404096
6505,15,57,14,0.3437872009277357,-0.4025233045599926
5850,14,57,15,0.3437872009277357,-0.4025233045599926
5212,13,58,17,0.34375058837890426,-0.40263270979622934
7832,17,58,13,0.34375058837890426,-0.40263270979622934
5723,14,49,16,0.34371794616699247,-0.4008811646157767
8011,18,28,16,0.34371319824218644,-0.4014902419849838
8938,19,45,15,0.34368265075683596,-0.4038875915519008
8046,18,30,19,0.3436198052978521,-0.4042357520431154
8701,19,30,18,0.3436198052978521,-0.4042357520431154
8984,19,48,13,0.3435734747314425,-0.40450013323562733
9047,19,52,12,0.34357265380859336,-0.4030365105411885
7129,16,55,14,0.3435432452392577,-0.4020635884898866
5819,14,55,16,0.3435432452392577,-0.4020635884898866
3213,10,56,18,0.3435110223388682,-0.40430743011117304
6378,15,49,15,0.3434755725097656,-0.4014010338921724
7654,17,47,11,0.34346083496093777,-0.40104208964534505
3724,11,47,17,0.34346083496093777,-0.40104208964534505
6999,16,47,12,0.3434348364257777,-0.40091396738219887
4379,12,47,16,0.3434348364257777,-0.40091396738219887
3116,10,50,17,0.3432540850830085,-0.40166506123861956
9492,20,40,9,0.34323164916992255,-0.4019857340043201
8255,18,43,20,0.3431503906250024,-0.4039675055998134
9549,20,43,18,0.3431503906250024,-0.4039675055998134
2974,10,41,19,0.34314672851562705,-0.40106223126108576
4383,12,47,20,0.3431457312011732,-0.4054716818937184
7768,17,54,13,0.34313859375000094,-0.4032699969931899
9290,20,27,15,0.3431097399902359,-0.40333397690666534
8892,19,42,17,0.34308787170410066,-0.4019208824692574
7582,17,42,19,0.34308787170410066,-0.4019208824692574
5036,13,47,17,0.34303771545410167,-0.40305074735241575
4493,12,54,18,0.343007889404295,-0.403559823588978
9462,20,38,11,0.34300181152343595,-0.4024477037371265
3583,11,38,20,0.34300181152343595,-0.4024477037371265
5053,13,48,18,0.34295672241211006,-0.4048304028649444
6844,16,37,17,0.3429346813964853,-0.4039549287736161
7499,17,37,16,0.3429346813964853,-0.4039549287736161
9607,20,47,12,0.34293155761718896,-0.40496660524091516
3115,10,50,16,0.3429302416992195,-0.40019847235490036
2412,9,47,17,0.34292085327148525,-0.4026903570560034
7689,17,49,14,0.34284873107909986,-0.4055028732292335
2429,9,48,18,0.34282749023437586,-0.4017319038704374
6458,15,54,15,0.3427261077880857,-0.40368882439060777
9548,20,43,17,0.3426097894287117,-0.40628000866789254
7599,17,43,20,0.3426097894287117,-0.40628000866789254
8214,18,41,11,0.3425922277832007,-0.40406464719929314
8254,18,43,19,0.3425839923095695,-0.40609142482337257
8909,19,43,18,0.3425839923095695,-0.40609142482337257
7037,16,49,18,0.3425649774169917,-0.40298089108639756
8347,18,49,16,0.3425649774169917,-0.40298089108639756
3867,11,56,16,0.34252149841308693,-0.40200768605506837
7142,16,56,11,0.34252149841308693,-0.40200768605506837
5164,13,55,17,0.3424635015869149,-0.4046592044808857
7784,17,55,13,0.3424635015869149,-0.4046592044808857
6031,15,27,20,0.3424494366455073,-0.4038574758906104
7518,17,38,19,0.3423737762451158,-0.40501218996207894
5692,14,47,17,0.34236860229492216,-0.4021186090987936
8078,18,32,19,0.3423507757568349,-0.406216808781567
8733,19,32,18,0.3423507757568349,-0.406216808781567
9372,20,32,17,0.3423507757568349,-0.406216808781567
8264,18,44,13,0.3423196984863266,-0.404738099144273
8910,19,43,19,0.34225609619140895,-0.4048227662581282
4554,12,58,15,0.34225362121581987,-0.4046627550029993
6519,15,58,12,0.34225362121581987,-0.4046627550029993
4440,12,51,13,0.3421936840820297,-0.40255752791440796
5095,13,51,12,0.3421936840820297,-0.40255752791440796
4537,12,57,14,0.34218866210937465,-0.40212569165838613
5847,14,57,12,0.34218866210937465,-0.40212569165838613
9342,20,30,19,0.34213323974609294,-0.4039973520049146
6981,16,46,10,0.34208122375488514,-0.40209375411699727
6379,15,49,16,0.342073369750977,-0.4059341994264768
7034,16,49,15,0.342073369750977,-0.4059341994264768
8423,18,54,12,0.34199381469726736,-0.40437216997657255
8687,19,29,20,0.341976557006835,-0.4060157536357999
9326,20,29,19,0.341976557006835,-0.4060157536357999
7439,17,33,20,0.3419459521484357,-0.4065267906202986
9388,20,33,17,0.3419459521484357,-0.4065267906202986
4973,13,43,18,0.3419441094970712,-0.4054211699869354
7702,17,50,11,0.3419008557128905,-0.40190674577396446
3772,11,50,17,0.3419008557128905,-0.40190674577396446
8703,19,30,20,0.341898432617187,-0.4044040219937503
4462,12,52,19,0.3418961303710965,-0.405129939112884
8278,18,45,11,0.34187523681640225,-0.402773534204081
3693,11,45,18,0.34187523681640225,-0.402773534204081
6863,16,38,20,0.34183196960448936,-0.40533195688418056
5148,13,54,17,0.3416433758544924,-0.40524498266864195
3163,10,53,16,0.34162100463867284,-0.40312214675147434
2413,9,47,18,0.3416204199218737,-0.4029868313531731
9610,20,47,15,0.34161162353515795,-0.40454697998048883
6351,15,47,20,0.34161162353515795,-0.40454697998048883
4959,13,42,20,0.34158158630371205,-0.4034122140596602
7676,17,48,17,0.3415520690917956,-0.40454034978242437
9309,20,28,18,0.3414528204345706,-0.4062706578670137
6891,16,40,16,0.34144846374511595,-0.40635180196529197
8015,18,28,20,0.34137352050781333,-0.40620781434552555
8980,19,48,9,0.3413576202392589,-0.4034732673470777
8439,18,55,12,0.3413130541992186,-0.4058319282729409
7423,17,32,20,0.3412589471435554,-0.40680934129248736
9541,20,43,10,0.3412388598632804,-0.40363263754491663
5724,14,49,17,0.3411362011718741,-0.4075071893358308
8636,19,26,17,0.34109010375976523,-0.40514298550196737
5707,14,48,16,0.3410785797119127,-0.40565753120648795
8127,18,35,20,0.34091998779296895,-0.4068263438263096
8996,19,49,9,0.3408947290039062,-0.403958504985323
6317,15,45,18,0.3408842724609361,-0.4083900376286736
7534,17,39,19,0.34079306823730465,-0.40748046307824937
8844,19,39,17,0.34079306823730465,-0.40748046307824937
8204,18,40,17,0.3407020233154278,-0.4069418371047246
7549,17,40,18,0.3407020233154278,-0.4069418371047246
9580,20,45,17,0.34068820495605623,-0.4071216444549907
7631,17,45,20,0.34068820495605623,-0.4071216444549907
8344,18,49,13,0.3406154168701184,-0.4069434367383023
4504,12,55,13,0.3406049804687487,-0.40520295801591383
7564,17,41,17,0.34059541625976725,-0.40864087648447495
8670,19,28,19,0.34058098205566434,-0.40699129009238444
7017,16,48,14,0.34052774108886846,-0.4060320478963999
8890,19,42,15,0.34051410339355614,-0.4087085089570779
2399,9,46,20,0.3405036285400401,-0.403834640032282
9311,20,28,20,0.3405010998535142,-0.40491334957222297
8261,18,44,10,0.3404779772949245,-0.4072063944889165
5657,14,45,14,0.34046156005859396,-0.4063034390197042
9508,20,41,9,0.3404614855957036,-0.40393587135014447
6318,15,45,19,0.3404459069824207,-0.4064476669340512
7093,16,53,10,0.3404408251953126,-0.4043414940752543
7785,17,55,14,0.340382348632811,-0.40695586708316267
5820,14,55,17,0.340382348632811,-0.40695586708316267
8253,18,43,18,0.34025543029784916,-0.4067984574497902
5647,14,44,20,0.3402042694091814,-0.40700206356577384
6553,15,60,14,0.3401920080566418,-0.4067799446174805
5898,14,60,15,0.3401920080566418,-0.4067799446174805
5675,14,46,16,0.3401555267333989,-0.40699375768804635
6767,16,32,20,0.3401468072509762,-0.4065526865157029
9371,20,32,16,0.3401468072509762,-0.4065526865157029
5834,14,56,15,0.3401280517578116,-0.4060720527141052
6489,15,56,14,0.3401280517578116,-0.4060720527141052
6189,15,37,18,0.3401143005371099,-0.4071805428564321
8154,18,37,15,0.3401143005371099,-0.4071805428564321
8424,18,54,13,0.34002068420410186,-0.4067486221778803
5149,13,54,18,0.34002068420410186,-0.4067486221778803
1757,8,47,18,0.3399572979736331,-0.4095165684403498
8309,18,47,10,0.33994510620117074,-0.4059777927030094
9017,19,50,14,0.3398857543945329,-0.4067025617212275
6311,15,45,12,0.3398639959716803,-0.4066896414732639
5689,14,47,14,0.3398513110351557,-0.4068928133551488
9060,19,53,9,0.3398169012451171,-0.4040611369448703
8341,18,49,10,0.33980405639648503,-0.40463632757287815
7036,16,49,17,0.33971507446289234,-0.40728909175354283
7691,17,49,16,0.33971507446289234,-0.40728909175354283
9687,20,52,12,0.3396443273925783,-0.4069933787702819
8189,18,39,18,0.339548507690429,-0.40765002632734043
9514,20,41,15,0.3395249206542966,-0.4089235110496371
8651,19,27,16,0.33949321228027307,-0.4058938171299493
6779,16,33,16,0.3394909136962905,-0.407478128382587
6686,16,27,19,0.3394626104736327,-0.4050095176151915
3021,10,44,18,0.33946095825195255,-0.4085777479173145
9374,20,32,19,0.3394247497558581,-0.40920266347905276
8735,19,32,20,0.3394247497558581,-0.40920266347905276
2398,9,46,19,0.3393589770507828,-0.40675358681580387
8765,19,34,18,0.3392897503662114,-0.4073654547072301
8968,19,47,13,0.3392536578369125,-0.40948317713555066
7067,16,51,16,0.3391930395507825,-0.40919099197964126
9513,20,41,14,0.3391880261230488,-0.4065510447380006
7160,16,57,13,0.33910400268554697,-0.407785073035981
5195,13,57,16,0.33910400268554697,-0.407785073035981
5048,13,48,13,0.33905526550292836,-0.40881016895342087
7598,17,43,19,0.3389835919189452,-0.40857303684513685
8908,19,43,17,0.3389835919189452,-0.40857303684513685
6270,15,42,19,0.33889637207031353,-0.41146865123845244
6327,15,46,12,0.3387032513427731,-0.4074592831024721
4362,12,46,15,0.3387032513427731,-0.4074592831024721
6332,15,46,17,0.33868318664550834,-0.4107879435116886
7710,17,50,19,0.3386702630615246,-0.4080328360265129
9020,19,50,17,0.3386702630615246,-0.4080328360265129
5054,13,48,19,0.33864004394531105,-0.4103064337956463
8874,19,41,15,0.338630090332032,-0.4099502898124952
6233,15,40,14,0.3386194189453127,-0.40785053821763034
5578,14,40,15,0.3386194189453127,-0.40785053821763034
7749,17,53,10,0.338602781982421,-0.40485916475803824
2446,9,49,19,0.33858550598144244,-0.40518020866938403
4366,12,46,19,0.3385454266357434,-0.40769332732061286
5005,13,45,18,0.33853314270019585,-0.40966623898165416
8951,19,46,12,0.33851624877929803,-0.40793935002767756
7708,17,50,17,0.3385039727783233,-0.409192208092504
9045,19,52,10,0.33837414367675633,-0.4118471530894347
5599,14,41,20,0.3383583007812508,-0.4076584927798877
5069,13,49,18,0.3382786877441427,-0.40975772456317366
4399,12,48,20,0.33826988769531485,-0.4106197199263002
2351,9,43,20,0.3381088061523444,-0.4104544545702332
9605,20,47,10,0.33810597656249924,-0.4074276531535708
6956,16,44,17,0.33807896484374794,-0.41065945920531666
7611,17,44,16,0.33807896484374794,-0.41065945920531666
7656,17,47,13,0.33802051696777125,-0.4085187980321393
9493,20,40,10,0.33798179077148427,-0.40808803773023333
9623,20,48,12,0.3379429180908208,-0.4103787064827243
6254,15,41,19,0.3378758642578127,-0.4107412035144633
7007,16,47,20,0.33787354003906384,-0.4095571091949076
9611,20,47,16,0.33787354003906384,-0.4095571091949076
7981,18,26,18,0.3378579992675775,-0.40840100896349507
5678,14,46,19,0.33781823791503696,-0.4112151489866265
8333,18,48,18,0.33776404785156383,-0.40898808103833034
8280,18,45,13,0.33771847167968977,-0.41110576260892634
7003,16,47,16,0.3376895239257809,-0.41076426029267565
6942,16,43,19,0.33766394592285126,-0.40955572701094045
8907,19,43,16,0.33766394592285126,-0.40955572701094045
9529,20,42,14,0.33766235107421894,-0.41172545644699204
8363,18,50,16,0.33762338439941514,-0.4098324045459461
7053,16,50,18,0.33762338439941514,-0.4098324045459461
9572,20,45,9,0.3375562255859368,-0.4089671532668678
5038,13,47,19,0.33745452636718676,-0.41138345932286485
9576,20,45,13,0.3373111755371094,-0.4112892241902272
3007,10,43,20,0.3372700433349614,-0.40703360206948375
4506,12,55,15,0.33720949768066455,-0.4114238948159573
6471,15,55,12,0.33720949768066455,-0.4114238948159573
8972,19,47,17,0.33720245605469024,-0.410474995241976
7662,17,47,19,0.33720245605469024,-0.410474995241976
8313,18,47,14,0.3371856048584006,-0.4112188732045741
8405,18,53,10,0.3371366094970695,-0.4115228345750423
5742,14,50,19,0.33700375122070336,-0.40899167162583383
6175,15,36,20,0.3369410272216802,-0.4110446137236466
9434,20,36,15,0.3369410272216802,-0.4110446137236466
7014,16,48,11,0.33690471679687384,-0.40881189982048594
3754,11,49,15,0.3368903710937493,-0.407100270887436
6859,16,38,16,0.33686691894531023,-0.4111278706910823
4346,12,45,15,0.3368456695556622,-0.40980560826155554
6412,15,51,17,0.3368430395507828,-0.4113632606478905
7722,17,51,15,0.3368430395507828,-0.4113632606478905
3788,11,51,17,0.33679601135254117,-0.4134520842359777
7718,17,51,11,0.33679601135254117,-0.4134520842359777
4569,12,59,14,0.33676458679199267,-0.4108417400777886
5879,14,59,12,0.33676458679199267,-0.4108417400777886
8110,18,34,19,0.3367639471435552,-0.4109633549783414
3786,11,51,15,0.3367488317871074,-0.40738943881688655
7590,17,43,11,0.33672085937499957,-0.41134430930472
7514,17,38,15,0.3367048791503902,-0.41076879449793813
3071,10,47,20,0.33666054809570545,-0.40939877353344034
2445,9,49,18,0.33664637084960963,-0.40778505074610255
7670,17,48,11,0.3366241418457033,-0.4071210251021895
3740,11,48,17,0.3366241418457033,-0.4071210251021895
7782,17,55,11,0.33662091674804673,-0.41090811323388826
2414,9,47,19,0.33659371520996023,-0.40711630628253886
2366,9,44,19,0.33646201232910017,-0.40919674860885125
7125,16,55,10,0.3364481500244175,-0.4084178555261442
3165,10,53,18,0.33642768798828004,-0.4120208606459602
8376,18,51,13,0.33642267517089786,-0.4101846010550804
2430,9,48,19,0.3363813952636711,-0.4079673860824822
8205,18,40,18,0.3363053033447247,-0.41042686614238816
6406,15,51,11,0.33621995239257907,-0.40778040082411704
2383,9,45,20,0.3362035968017577,-0.40917432788909763
2397,9,46,18,0.3361921948242183,-0.4083807047426778
8965,19,47,10,0.33615866821289064,-0.40828775111846494
9640,20,49,13,0.3361278540039058,-0.4116961376209711
5783,14,53,12,0.3361177258300791,-0.4084550062594072
4473,12,53,14,0.3361177258300791,-0.4084550062594072
4939,13,41,16,0.33608503540039125,-0.4103581525165034
6904,16,41,13,0.33608503540039125,-0.4103581525165034
2319,9,41,20,0.3360784234619115,-0.40931754418437033
6422,15,52,11,0.3360748858642562,-0.4085561629844644
8860,19,40,17,0.3360264801025371,-0.41064748626053404
7550,17,40,19,0.3360264801025371,-0.41064748626053404
3629,11,41,18,0.33601969421386796,-0.41018981669495236
6202,15,38,15,0.3360159564208947,-0.4126915459219479
8421,18,54,10,0.3359912664794931,-0.41256501140923785
8141,18,36,18,0.3358456658935549,-0.4121844755633891
5114,13,52,15,0.3358210034179679,-0.41437738793128115
6424,15,52,13,0.3358210034179679,-0.41437738793128115
4443,12,51,16,0.33578590576171796,-0.4141439544556363
7063,16,51,12,0.33578590576171796,-0.4141439544556363
8248,18,43,13,0.3357705114746111,-0.41085708731257603
3802,11,52,15,0.3357017663574212,-0.4085162329924701
7669,17,48,10,0.33562539916992196,-0.4106141733471638
4846,13,35,19,0.335591314086914,-0.41246661407941515
4381,12,47,18,0.3355791717529303,-0.41188218889532735
5743,14,50,20,0.3355477246093748,-0.4127268970023882
9214,20,22,19,0.3355337664794929,-0.41131061369816124
8575,19,22,20,0.3355337664794929,-0.41131061369816124
9657,20,50,14,0.3355227600097663,-0.41194886051300794
6389,15,50,10,0.3355000982666023,-0.4141583878920761
9639,20,49,12,0.3354660430908236,-0.411697671655242
8276,18,45,9,0.33542748291015745,-0.41044728667612534
9556,20,44,9,0.335351173095704,-0.41098304056571167
5656,14,45,13,0.33531801208496037,-0.4115577843645098
5001,13,45,14,0.33531801208496037,-0.4115577843645098
5725,14,49,18,0.335310317993163,-0.4137134198126398
8345,18,49,14,0.335310317993163,-0.4137134198126398
6982,16,46,11,0.3352967498779296,-0.4115962302102237
3739,11,48,16,0.33526389404296836,-0.41021186437057156
3181,10,54,18,0.3352113439941383,-0.41337173409124334
7690,17,49,15,0.3351839965820331,-0.4128085523118909
6380,15,49,17,0.3351839965820331,-0.4128085523118909
4585,12,60,14,0.33517909240722654,-0.41256439815635315
5895,14,60,12,0.33517909240722654,-0.41256439815635315
9547,20,43,16,0.3351737603759765,-0.4115796995061913
6943,16,43,20,0.3351737603759765,-0.4115796995061913
3069,10,47,18,0.335156882324221,-0.40980875292102553
3707,11,46,16,0.33512683044433395,-0.4113025508657922
2382,9,45,19,0.3350358508300766,-0.41066016184294785
8858,19,40,15,0.3348815887451168,-0.4151594093008436
5518,14,36,19,0.33475992919921965,-0.41261190929331015
3070,10,47,19,0.3347348437499992,-0.4102813798220856
3211,10,56,16,0.3347190374755863,-0.4099454471662354
3195,10,55,16,0.33461302429199313,-0.4101740492762058
5101,13,51,18,0.33452104980468905,-0.4126222126846799
4415,12,49,20,0.3344857165527332,-0.4130992323144061
7546,17,40,15,0.3344316595458985,-0.4150046819539493
6236,15,40,17,0.3344316595458985,-0.4150046819539493
2350,9,43,19,0.33434299987792937,-0.41207904807895807
3118,10,50,19,0.3342548272705091,-0.416146001773027
9015,19,50,12,0.33418564941406437,-0.4137285431411117
8952,19,46,13,0.3341779675292981,-0.415087752480039
7109,16,54,10,0.33406161376953225,-0.4107393795315578
7035,16,49,16,0.33398172363281414,-0.41367541576190575
4488,12,54,13,0.33394058715820435,-0.4119808074892529
5143,13,54,12,0.33394058715820435,-0.4119808074892529
3084,10,48,17,0.33385525390624765,-0.4126087044843388
3660,11,43,17,0.3338552429199221,-0.41484459358185855
4350,12,45,19,0.3337652410888662,-0.41258737729979533
8781,19,35,18,0.3337232159423846,-0.4141191265358686
8126,18,35,19,0.3337232159423846,-0.4141191265358686
8330,18,48,15,0.3337198339843762,-0.4123212081044088
9578,20,45,15,0.3337089703369137,-0.4154347728794031
6319,15,45,20,0.3337089703369137,-0.4154347728794031
5208,13,58,13,0.33370168640137005,-0.4146312867940992
6398,15,50,19,0.33344656127929645,-0.414538407819401
9018,19,50,15,0.33344656127929645,-0.414538407819401
3852,11,55,17,0.3334081988525394,-0.41359762752206203
5693,14,47,18,0.3333934851074225,-0.4167860167424519
6328,15,46,13,0.33332031494140396,-0.41220926159157956
5018,13,46,15,0.33332031494140396,-0.41220926159157956
5454,14,32,19,0.33330344665527223,-0.4136310255568871
8729,19,32,14,0.33330344665527223,-0.4136310255568871
7781,17,55,10,0.3332725189208994,-0.4165392437296648
3179,10,54,16,0.33327039184570234,-0.4117336657556263
7082,16,52,15,0.33326458618164007,-0.4143362750111953
6427,15,52,16,0.33326458618164007,-0.4143362750111953
8935,19,45,12,0.3331993084716772,-0.4134215200983965
8957,19,46,18,0.3331790191650393,-0.41470106496731773
8302,18,46,19,0.3331790191650393,-0.41470106496731773
6330,15,46,15,0.3330981323242173,-0.4134516062702207
6985,16,46,14,0.3330981323242173,-0.4134516062702207
8793,19,36,14,0.33303702453613404,-0.4139644235717382
9092,19,55,9,0.3330290142822259,-0.4164588385867843
6238,15,40,19,0.3330279626464839,-0.416954886994104
3677,11,44,18,0.3330040881347656,-0.4126331567619111
8262,18,44,11,0.3330040881347656,-0.4126331567619111
3695,11,45,20,0.33298791015624857,-0.4132762039207965
3119,10,50,20,0.33298555541992014,-0.41405008100534924
9653,20,50,10,0.3329691809082021,-0.41407684704249087
8716,19,31,17,0.33296291503906117,-0.41481970963228265
7406,17,31,19,0.33296291503906117,-0.41481970963228265
4892,13,38,17,0.3329436267089843,-0.41393212762669046
7512,17,38,13,0.3329436267089843,-0.41393212762669046
7739,17,52,16,0.33291664184570285,-0.4145037382843882
7084,16,52,17,0.33291664184570285,-0.4145037382843882
3114,10,50,15,0.3328815551757813,-0.4162227866703893
5741,14,50,18,0.33279193847656213,-0.4146728505139635
8361,18,50,14,0.33279193847656213,-0.4146728505139635
8311,18,47,12,0.3326492041015646,-0.41326005462353627
3197,10,55,18,0.33258593139648573,-0.41737135362644934
5224,13,59,13,0.3325238800048826,-0.4151413782379362
7579,17,42,16,0.3325129797363293,-0.4175672806055868
6924,16,42,17,0.3325129797363293,-0.4175672806055868
4430,12,50,19,0.332452897949219,-0.4150599093010282
7641,17,46,14,0.33237673767089915,-0.4165776709686896
3150,10,52,19,0.3323712054443363,-0.4168919804858032
3836,11,54,17,0.33236800354004037,-0.4173216694306019
7766,17,54,11,0.33236800354004037,-0.4173216694306019
9515,20,41,16,0.33233829040527146,-0.4161019198945199
6911,16,41,20,0.33233829040527146,-0.4161019198945199
8985,19,48,14,0.3322946704101565,-0.41368319842691914
9517,20,41,18,0.3322643029785178,-0.4175509051058809
8223,18,41,20,0.3322643029785178,-0.4175509051058809
4926,13,40,19,0.3322632727050769,-0.41413942836438905
7707,17,50,16,0.3321569860839844,-0.4155443874038062
5007,13,45,20,0.3320663586425778,-0.417709706735794
9501,20,40,18,0.33202438476562407,-0.4179693569667677
8207,18,40,20,0.33202438476562407,-0.4179693569667677
8281,18,45,14,0.3320054003906254,-0.4173633762398431
8877,19,41,18,0.33192981445312647,-0.41800216891263214
8222,18,41,19,0.33192981445312647,-0.41800216891263214
6997,16,47,10,0.3319179058837889,-0.41691170081335066
4412,12,49,17,0.33191317321777075,-0.4184330159036216
8277,18,45,10,0.3318713366699204,-0.4141733407086569
6255,15,41,20,0.3318102551269533,-0.4173935462534466
9574,20,45,11,0.3317663708496107,-0.4147624824663847
5615,14,42,20,0.33176072998046924,-0.4194628035958729
2509,9,53,18,0.3316637188720705,-0.41366266634410725
8404,18,53,9,0.3316368402099611,-0.41340777109824095
7687,17,49,12,0.33162820861816433,-0.4181575927752202
3037,10,45,18,0.3316255163574193,-0.41475075335444994
8312,18,47,13,0.3315528027343741,-0.417908858938326
6249,15,41,14,0.3315475427246084,-0.41529700463082114
5594,14,41,15,0.3315475427246084,-0.41529700463082114
7052,16,50,17,0.3313027508544913,-0.41570566824727756
8317,18,47,18,0.3312614074707034,-0.41718687620679407
8219,18,41,16,0.3311507263183597,-0.4192722108438773
2959,10,40,20,0.3311183642578136,-0.4166350012835251
6365,15,48,18,0.33111552856445436,-0.41534467259384417
7813,17,57,10,0.3310726654052712,-0.4182716914364537
5710,14,48,19,0.33103566650390764,-0.4153933926182257
5676,14,46,17,0.3310281134033212,-0.41813446858304903
8886,19,42,11,0.3310046368408212,-0.4150746975736646
3646,11,42,19,0.3310046368408212,-0.4150746975736646
9592,20,46,13,0.33099381530761846,-0.4190569979110408
2542,9,55,19,0.33093719360351387,-0.41798376785281843
7581,17,42,18,0.3309344958496103,-0.4173098484071789
8236,18,42,17,0.3309344958496103,-0.4173098484071789
5037,13,47,18,0.33088667724609366,-0.417949933839682
9546,20,43,15,0.3308014953613275,-0.4172005169984755
3067,10,47,16,0.330748184814453,-0.41785238252694656
8334,18,48,19,0.330650361328124,-0.4164780818347492
8989,19,48,18,0.330650361328124,-0.4164780818347492
7566,17,41,19,0.33057667419433245,-0.41840228148613123
8876,19,41,17,0.33057667419433245,-0.41840228148613123
8346,18,49,15,0.3304934472656248,-0.4166971776425636
9563,20,44,16,0.3304925555419906,-0.4180610190803648
6959,16,44,20,0.3304925555419906,-0.4180610190803648
9478,20,39,11,0.3304292633056619,-0.4167999894116648
3599,11,39,20,0.3304292633056619,-0.4167999894116648
6909,16,41,18,0.33037090270996183,-0.4208102853803529
3899,11,58,16,0.33029564453125043,-0.41954775194486904
