,short_ma,long_ma,signal,cumulative_return,sharpe
712,7,23,13,0.9080906964111335,-0.03561472779975424
4003,12,24,8,0.9080900109863289,-0.03595778543940477
1383,8,24,12,0.9080900109863289,-0.03595778543940477
124,6,27,17,0.9076966076660132,-0.036451282347331374
4849,13,36,6,0.9076706396484343,-0.036413063910978746
7329,17,27,6,0.9074062054443376,-0.03657547983425039
1972,9,20,9,0.9071590075683595,-0.03599954715399448
1749,8,47,10,0.9056385229492159,-0.03732785515886425
1846,8,53,11,0.9055619677734378,-0.03729164532342898
7921,18,23,6,0.9055522204589816,-0.037028496547713806
61,6,23,18,0.9055522204589816,-0.037028496547713806
7313,17,26,6,0.9053226806640595,-0.03745294108417313
7008,16,48,5,0.9052891638183594,-0.03746337814999981
5090,13,51,7,0.90499655883789,-0.03765876577631635
3059,10,47,8,0.9048778247070327,-0.03761901189747597
662,7,20,11,0.9045598944091806,-0.03702829968535636
2356,9,44,9,0.904256384277341,-0.03789945027384335
1009,7,42,6,0.9041099694824145,-0.037297549927447264
354,6,42,7,0.9041099694824145,-0.037297549927447264
188,6,31,17,0.9039945593261677,-0.038055052261253
170,6,30,15,0.9039755169677776,-0.037953333583147106
6065,15,30,6,0.9039755169677776,-0.037953333583147106
1520,8,33,5,0.9039468762207007,-0.03719575033089636
2292,9,40,9,0.9038592663574171,-0.03803286044544858
1144,7,50,13,0.9038120996093777,-0.03814154091503069
5904,15,20,5,0.9035427581787098,-0.037357413711327746
201,6,32,14,0.9026626959228542,-0.03845646733367887
5441,14,32,6,0.9026626959228542,-0.03845646733367887
2672,10,23,5,0.9024065698242202,-0.03784497169421781
7393,17,31,6,0.9022251629638685,-0.03875349937552173
1985,9,21,6,0.9021094128418004,-0.03811376990287014
20,6,21,9,0.9021094128418004,-0.03811376990287014
871,7,33,12,0.9020877380371095,-0.038711841267179525
4146,12,33,7,0.9020877380371095,-0.038711841267179525
3811,11,53,8,0.9015964196777373,-0.03899610040934615
227,6,34,8,0.9011093859863306,-0.03840393234073196
1537,8,34,6,0.9011093859863306,-0.03840393234073196
835,7,31,8,0.9007741174316434,-0.03845294007286419
1490,8,31,7,0.9007741174316434,-0.03845294007286419
898,7,35,7,0.8998960607910187,-0.03890463157281041
2372,9,45,9,0.8994038940429676,-0.0398959662432512
788,7,28,9,0.8993379949951172,-0.03909275512935299
2098,9,28,7,0.8993379949951172,-0.03909275512935299
6433,15,53,6,0.8989948754882813,-0.04024538673948467
8992,19,49,5,0.8988376300048843,-0.04018176881370601
19,6,21,8,0.8986595849609333,-0.03948593950418089
1329,8,21,6,0.8986595849609333,-0.03948593950418089
6097,15,32,6,0.8983272094726561,-0.04034632659660948
2565,9,57,10,0.8983220568847667,-0.040440172512092934
5138,13,54,7,0.8980119451904304,-0.04064576656350286
15,6,20,20,0.8979463616943334,-0.04004927129134056
1303,7,60,12,0.8978121240234332,-0.04069067293453206
5106,13,52,7,0.8977825122070299,-0.040746150329221346
977,7,40,6,0.8975340185546876,-0.03991618886144894
322,6,40,7,0.8975340185546876,-0.03991618886144894
2064,9,26,5,0.8966804248046896,-0.04018003700159535
1504,8,32,5,0.8965381542968737,-0.04021757945192929
2995,10,43,8,0.8964154254150359,-0.0411507581041031
1685,8,43,10,0.8964154254150359,-0.0411507581041031
801,7,29,6,0.8960389807128917,-0.04045286485509202
146,6,29,7,0.8960389807128917,-0.04045286485509202
202,6,32,15,0.8953184100341813,-0.04153894636482173
304,6,39,5,0.8945739855957016,-0.04103878171893975
537,6,53,14,0.8943346899414019,-0.04213538336594795
7968,18,26,5,0.8939576611328133,-0.041834614106563285
1862,8,54,11,0.8937622326660135,-0.04235022496222626
5074,13,50,7,0.8937552185058543,-0.042304813399854806
8320,18,48,5,0.8935958673095646,-0.04238999643932526
5777,14,53,6,0.8935711938476556,-0.04242312772755557
3346,11,24,7,0.8935444879150362,-0.04156842804204464
726,7,24,11,0.8935444879150362,-0.04156842804204464
1462,8,29,11,0.8935181683349571,-0.04203067927889768
3427,11,29,8,0.8935181683349571,-0.04203067927889768
1396,8,25,9,0.8934661376953095,-0.04159652338513767
2051,9,25,8,0.8934661376953095,-0.04159652338513767
1831,8,52,12,0.8934023919677723,-0.0425503196638213
3220,10,57,9,0.8926362615966795,-0.04278238337519688
2612,9,60,9,0.8925711181640597,-0.04285064145236814
3377,11,26,6,0.8919429266357453,-0.042052596623631096
4386,12,48,7,0.891903031005863,-0.0431780770124141
1111,7,48,12,0.891903031005863,-0.0431780770124141
6816,16,36,5,0.8917177368164092,-0.04314683519661439
1600,8,38,5,0.8916947418212895,-0.04222437537355823
77,6,24,18,0.8914626300048792,-0.04314357440759693
7937,18,24,6,0.8914626300048792,-0.04314357440759693
6960,16,45,5,0.8912537860107451,-0.04338581032069566
4672,13,25,5,0.8909403637695286,-0.04253557690652764
7536,17,40,5,0.8908881115722684,-0.04344849159636612
296,6,38,13,0.8908567126464795,-0.043432203100547705
4881,13,38,6,0.890755809936526,-0.043463387263998135
232,6,34,13,0.890483909301759,-0.043664565708945655
4817,13,34,6,0.890483909301759,-0.043664565708945655
2979,10,42,8,0.8899367718505858,-0.04380531940842689
1669,8,42,10,0.8899367718505858,-0.04380531940842689
248,6,35,13,0.8898945159912086,-0.04386493610506765
4833,13,35,6,0.8898945159912086,-0.04386493610506765
698,7,22,15,0.8897975817871133,-0.04352703207129073
3236,10,58,9,0.8896826544189473,-0.04401485886061763
2581,9,58,10,0.8896826544189473,-0.04401485886061763
4578,12,60,7,0.8896171301269451,-0.04416580174453076
3459,11,31,8,0.8894847088623055,-0.04400304085560923
1494,8,31,11,0.8894847088623055,-0.04400304085560923
1648,8,41,5,0.8894522430419899,-0.043316153100835454
7664,17,48,5,0.8890886187744174,-0.0442318097898571
4210,12,37,7,0.8886648425292981,-0.0443589694833325
935,7,37,12,0.8886648425292981,-0.0443589694833325
3972,12,22,9,0.8879965014648413,-0.0441986751474094
385,6,44,6,0.8879444555664051,-0.04379700600704074
172,6,30,17,0.8878062036132786,-0.04477370682655104
7377,17,30,6,0.8875181085205075,-0.044947630539945334
186,6,31,15,0.8868421368408177,-0.0451293724142474
6673,16,27,6,0.8866644531249956,-0.04516956195528904
123,6,27,16,0.8866644531249956,-0.04516956195528904
1557,8,35,10,0.8865342687988242,-0.04533845158016386
2867,10,35,8,0.8865342687988242,-0.04533845158016386
1321,8,20,14,0.8864104003906217,-0.04506956344076323
5251,14,20,8,0.8864104003906217,-0.04506956344076323
6562,16,20,7,0.885873273925781,-0.045020191168368764
667,7,20,16,0.885873273925781,-0.045020191168368764
3827,11,54,8,0.8857843469238269,-0.0457088295765359
155,6,29,16,0.8855378796386695,-0.04564883056835921
83,6,25,8,0.8853580334472626,-0.044919268816227834
281,6,37,14,0.8851057208251919,-0.04593127938766251
6081,15,31,6,0.8849753344726572,-0.04589556508653834
6705,16,29,6,0.8848101776123063,-0.045961172815508454
