RSI_Period,RSI_Oversold,RSI_Overbought,RSI_Exit_Long,RSI_Exit_Short,Method,Position_Size,Capital_Alloc_Pct,Total P&L ($),Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (% annualized),Total Trades,Winning Longs,Winning Longs P&L ($),Losing Longs,Losing Longs P&L ($),Final Long P&L ($),Long Win Rate (%),Winning Shorts,Winning Shorts P&L ($),Losing Shorts,Losing Shorts P&L ($),Final Short P&L ($),Short Win Rate (%)
33,35,85,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,55,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,55,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,55,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,55,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,58,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,85,60,55,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,55,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
33,35,82,60,52,capital_based,,0.98,36909.087104797334,36.90908710479734,2.22547978549521,0.2393791528081285,-32.25170163210578,12.846738165333441,3,2,38487.02308654782,1,-1577.9359817504883,36909.087104797334,66.66666666666666,0,0,0,0,0,0
